event_name,referee,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,fight_url,event_date,event_city,event_state,event_country,event_url,f_1_name,f_2_name,f_1_url,f_2_url,f_1_fighter_f_name,f_1_fighter_l_name,f_1_fighter_nickname,f_1_fighter_height_cm,f_1_fighter_weight_lbs,f_1_fighter_reach_cm,f_1_fighter_stance,f_1_fighter_dob,f_1_fighter_w,f_1_fighter_l,f_1_fighter_d,f_1_fighter_nc_dq,f_1_fighter_SlpM,f_1_fighter_Str_Acc,f_1_fighter_SApM,f_1_fighter_Str_Def,f_1_fighter_TD_Avg,f_1_fighter_TD_Acc,f_1_fighter_TD_Def,f_1_fighter_Sub_Avg,f_1_fighter_url,f_2_fighter_f_name,f_2_fighter_l_name,f_2_fighter_nickname,f_2_fighter_height_cm,f_2_fighter_weight_lbs,f_2_fighter_reach_cm,f_2_fighter_stance,f_2_fighter_dob,f_2_fighter_w,f_2_fighter_l,f_2_fighter_d,f_2_fighter_nc_dq,f_2_fighter_SlpM,f_2_fighter_Str_Acc,f_2_fighter_SApM,f_2_fighter_Str_Def,f_2_fighter_TD_Avg,f_2_fighter_TD_Acc,f_2_fighter_TD_Def,f_2_fighter_Sub_Avg,f_2_fighter_url,f_1_ranking,f_2_ranking
UFC Fight Night: Lawler vs. Dos Anjos,Herb Dean,Rafael Dos Anjos,5.0,False,Welterweight,M,Decision - Unanimous,Derek Cleary 45 - 50. Sal D'amato 45 - 50. Jason Rodgers 45 - 50.,5,5:00,http://ufcstats.com/fight-details/d9375ede2ec2f924,2017-12-16,Winnipeg,Manitoba,Canada,http://ufcstats.com/event-details/eaa0a728cc91ef60,Rafael Dos Anjos,Robbie Lawler,http://ufcstats.com/fighter-details/6a2f7c151031653d,http://ufcstats.com/fighter-details/f2925e6db404bf1d,Rafael,Dos Anjos,,172.72,170.0,177.8,Southpaw,1984-10-26,32,17,0,,3.48,0.47,3.23,0.6,1.95,0.35,0.54,0.6,http://ufcstats.com/fighter-details/6a2f7c151031653d,Robbie,Lawler,Ruthless,180.34,170.0,187.96,Southpaw,1982-03-20,30,16,0,1.0,3.85,0.47,4.67,0.59,0.65,0.64,0.65,0.0,http://ufcstats.com/fighter-details/f2925e6db404bf1d,,
UFC Fight Night: Lawler vs. Dos Anjos,Jerin Valel,Josh Emmett,3.0,False,Featherweight,M,KO/TKO,Punch to Head At Distance,1,4:33,http://ufcstats.com/fight-details/6f350d91fb07a819,2017-12-16,Winnipeg,Manitoba,Canada,http://ufcstats.com/event-details/eaa0a728cc91ef60,Josh Emmett,Ricardo Lamas,http://ufcstats.com/fighter-details/fba03cd6cc28dc41,http://ufcstats.com/fighter-details/3974fa35c917af1d,Josh,Emmett,,167.64,145.0,177.8,Orthodox,1985-03-04,19,7,0,,3.67,0.35,4.52,0.59,1.07,0.36,0.43,0.1,http://ufcstats.com/fighter-details/fba03cd6cc28dc41,Ricardo,Lamas,The Bully,172.72,145.0,180.34,Orthodox,1982-05-21,20,8,0,,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9,http://ufcstats.com/fighter-details/3974fa35c917af1d,,
UFC Fight Night: Lawler vs. Dos Anjos,Yves Lavigne,Santiago Ponzinibbio,3.0,False,Welterweight,M,Decision - Unanimous,Chris Lee 28 - 29. Jason Rodgers 28 - 29. David Therien 28 - 29.,3,5:00,http://ufcstats.com/fight-details/11b8d7e801713abc,2017-12-16,Winnipeg,Manitoba,Canada,http://ufcstats.com/event-details/eaa0a728cc91ef60,Santiago Ponzinibbio,Mike Perry,http://ufcstats.com/fighter-details/6d1bffff14897645,http://ufcstats.com/fighter-details/f2b6fdb20675b11c,Santiago,Ponzinibbio,Argentine Dagger,182.88,170.0,185.42,Orthodox,1986-09-26,31,9,0,,4.78,0.41,4.68,0.61,0.6,0.27,0.71,0.0,http://ufcstats.com/fighter-details/6d1bffff14897645,Mike,Perry,Platinum,177.8,170.0,180.34,Orthodox,1991-09-15,14,8,0,,4.32,0.47,5.16,0.52,0.81,0.4,0.78,0.2,http://ufcstats.com/fighter-details/f2b6fdb20675b11c,,
UFC Fight Night: Lawler vs. Dos Anjos,Dan Miragliotta,Glover Teixeira,3.0,False,Light Heavyweight,M,KO/TKO,Punches to Head From Back Control,1,2:45,http://ufcstats.com/fight-details/e83046dd074ec0fa,2017-12-16,Winnipeg,Manitoba,Canada,http://ufcstats.com/event-details/eaa0a728cc91ef60,Glover Teixeira,Misha Cirkunov,http://ufcstats.com/fighter-details/7ff97850e8c32bda,http://ufcstats.com/fighter-details/67f272324a030d00,Glover,Teixeira,,187.96,205.0,193.04,Orthodox,1979-10-28,33,9,0,,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,http://ufcstats.com/fighter-details/7ff97850e8c32bda,Misha,Cirkunov,,190.5,205.0,195.58,Orthodox,1987-02-27,15,9,0,,3.86,0.51,3.06,0.57,4.15,0.39,0.76,1.7,http://ufcstats.com/fighter-details/67f272324a030d00,,
UFC Fight Night: Lawler vs. Dos Anjos,Herb Dean,Jan Blachowicz,3.0,False,Light Heavyweight,M,Decision - Unanimous,Derek Cleary 28 - 29. Jason Rodgers 28 - 29. David Therien 28 - 29.,3,5:00,http://ufcstats.com/fight-details/01619207a811ef01,2017-12-16,Winnipeg,Manitoba,Canada,http://ufcstats.com/event-details/eaa0a728cc91ef60,Jan Blachowicz,Jared Cannonier,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,http://ufcstats.com/fighter-details/13a0275fa13c4d26,Jan,Blachowicz,,187.96,205.0,198.12,Orthodox,1983-02-24,29,11,2,,3.55,0.5,3.14,0.52,0.98,0.48,0.69,0.4,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,Jared,Cannonier,The Killa Gorilla,180.34,185.0,195.58,Switch,1984-03-16,18,9,0,,4.42,0.49,4.35,0.56,0.54,0.4,0.64,0.0,http://ufcstats.com/fighter-details/13a0275fa13c4d26,,11.0
UFC Fight Night: Lawler vs. Dos Anjos,Jerin Valel,Julian Marquez,3.0,False,Middleweight,M,Submission,Guillotine Choke From Front Headlock,2,2:42,http://ufcstats.com/fight-details/535b8e5494cbc580,2017-12-16,Winnipeg,Manitoba,Canada,http://ufcstats.com/event-details/eaa0a728cc91ef60,Julian Marquez,Darren Stewart,http://ufcstats.com/fighter-details/d0e1b42d41dab603,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,Julian,Marquez,The Cuban Missile Crisis,187.96,185.0,182.88,Orthodox,1990-05-08,9,6,0,,5.06,0.45,5.35,0.5,0.0,0.0,0.54,2.6,http://ufcstats.com/fighter-details/d0e1b42d41dab603,Darren,Stewart,The Dentist,182.88,205.0,187.96,Orthodox,1990-12-30,12,8,0,2.0,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,,
UFC Fight Night: Lawler vs. Dos Anjos,Yves Lavigne,Chad Laprise,3.0,False,Welterweight,M,KO/TKO,Punches to Head From Mount,1,4:10,http://ufcstats.com/fight-details/5b8d693bd1780102,2017-12-16,Winnipeg,Manitoba,Canada,http://ufcstats.com/event-details/eaa0a728cc91ef60,Chad Laprise,Galore Bofando,http://ufcstats.com/fighter-details/c03a5022f8439f2a,http://ufcstats.com/fighter-details/8a56ea383fd26e52,Chad,Laprise,The Disciple,177.8,170.0,180.34,Orthodox,1986-07-23,13,4,0,,4.78,0.42,3.59,0.65,1.05,0.54,0.78,0.0,http://ufcstats.com/fighter-details/c03a5022f8439f2a,Galore,Bofando,,180.34,170.0,182.88,Switch,1982-05-22,5,3,0,,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0,http://ufcstats.com/fighter-details/8a56ea383fd26e52,,
UFC Fight Night: Lawler vs. Dos Anjos,Jerin Valel,Nordine Taleb,3.0,False,Welterweight,M,KO/TKO,Kick to Head At Distance,1,0:59,http://ufcstats.com/fight-details/71dc4379c738450f,2017-12-16,Winnipeg,Manitoba,Canada,http://ufcstats.com/event-details/eaa0a728cc91ef60,Nordine Taleb,Danny Roberts,http://ufcstats.com/fighter-details/49858bf46dabf6fb,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9,Nordine,Taleb,,185.42,170.0,187.96,Orthodox,1981-06-10,15,7,0,,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0.0,http://ufcstats.com/fighter-details/49858bf46dabf6fb,Danny,Roberts,Hot Chocolate,185.42,170.0,187.96,Southpaw,1987-07-14,18,8,0,,3.18,0.39,3.73,0.5,0.24,0.09,0.57,0.2,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9,,
UFC Fight Night: Lawler vs. Dos Anjos,Dan Miragliotta,John Makdessi,3.0,False,Lightweight,M,Decision - Unanimous,Sal D'amato 27 - 30. Greg Jackson 27 - 30. Chris Lee 27 - 30.,3,5:00,http://ufcstats.com/fight-details/9a1a57b0abcd4599,2017-12-16,Winnipeg,Manitoba,Canada,http://ufcstats.com/event-details/eaa0a728cc91ef60,John Makdessi,Abel Trujillo,http://ufcstats.com/fighter-details/c21a036b4e012f1c,http://ufcstats.com/fighter-details/e14b5aa06eea9653,John,Makdessi,The Bull,172.72,155.0,172.72,Orthodox,1985-05-03,18,9,0,,5.52,0.49,4.15,0.68,0.0,0.0,0.86,0.0,http://ufcstats.com/fighter-details/c21a036b4e012f1c,Abel,Trujillo,Killa,172.72,155.0,177.8,Orthodox,1983-09-18,15,8,0,1.0,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4,http://ufcstats.com/fighter-details/e14b5aa06eea9653,,
UFC Fight Night: Lawler vs. Dos Anjos,Herb Dean,Alessio Di Chirico,3.0,False,Middleweight,M,KO/TKO,Knee to Head In Clinch,2,2:14,http://ufcstats.com/fight-details/1e3c67921162561d,2017-12-16,Winnipeg,Manitoba,Canada,http://ufcstats.com/event-details/eaa0a728cc91ef60,Alessio Di Chirico,Oluwale Bamgbose,http://ufcstats.com/fighter-details/77d7295d1b22c694,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,Alessio,Di Chirico,Manzo,182.88,185.0,187.96,Orthodox,1989-12-12,13,7,0,,3.32,0.39,3.44,0.61,1.46,0.39,0.83,0.0,http://ufcstats.com/fighter-details/77d7295d1b22c694,Oluwale,Bamgbose,Holy War Angel,180.34,185.0,198.12,Switch,1987-08-04,6,4,0,,2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,,
UFC Fight Night: Lawler vs. Dos Anjos,Yves Lavigne,Jordan Mein,3.0,False,Welterweight,M,Decision - Unanimous,Greg Jackson 26 - 30. Chris Lee 27 - 30. Jason Rodgers 27 - 30.,3,5:00,http://ufcstats.com/fight-details/a6fbd8964400dd89,2017-12-16,Winnipeg,Manitoba,Canada,http://ufcstats.com/event-details/eaa0a728cc91ef60,Jordan Mein,Erick Silva,http://ufcstats.com/fighter-details/2aa49b3766a59bcd,http://ufcstats.com/fighter-details/5866fc86183a9fb8,Jordan,Mein,Young Gun,182.88,170.0,185.42,Orthodox,1989-10-10,31,12,0,,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2,http://ufcstats.com/fighter-details/2aa49b3766a59bcd,Erick,Silva,,182.88,170.0,187.96,Orthodox,1984-06-21,19,9,0,1.0,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,http://ufcstats.com/fighter-details/5866fc86183a9fb8,,
UFC Fight Night: Swanson vs. Ortega,Mike Beltran,Brian Ortega,5.0,False,Featherweight,M,Submission,Guillotine Choke Standing,2,3:22,http://ufcstats.com/fight-details/1d166488129030d0,2017-12-09,Fresno,California,USA,http://ufcstats.com/event-details/bcd124bcd3d5be46,Brian Ortega,Cub Swanson,http://ufcstats.com/fighter-details/def8166ff24bd237,http://ufcstats.com/fighter-details/d247691a6c0e9034,Brian,Ortega,T-City,172.72,155.0,175.26,Switch,1991-02-21,16,5,0,1.0,3.84,0.37,6.38,0.49,0.93,0.25,0.54,0.9,http://ufcstats.com/fighter-details/def8166ff24bd237,Cub,Swanson,,172.72,145.0,177.8,Orthodox,1983-11-02,31,14,0,,4.84,0.51,3.99,0.59,1.0,0.5,0.63,0.4,http://ufcstats.com/fighter-details/d247691a6c0e9034,11.0,
UFC Fight Night: Swanson vs. Ortega,Mark Smith,Gabriel Benitez,3.0,False,Featherweight,M,Decision - Unanimous,Derek Cleary 26 - 30. Marcos Rosales 26 - 30. Wade Vierra 27 - 29.,3,5:00,http://ufcstats.com/fight-details/0a444f30cae13d8f,2017-12-09,Fresno,California,USA,http://ufcstats.com/event-details/bcd124bcd3d5be46,Gabriel Benitez,Jason Knight,http://ufcstats.com/fighter-details/436f970c9ea9169c,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db,Gabriel,Benitez,Moggly,172.72,155.0,180.34,Southpaw,1988-06-15,23,13,0,,5.26,0.41,4.49,0.63,0.22,0.5,0.55,0.9,http://ufcstats.com/fighter-details/436f970c9ea9169c,Jason,Knight,The Kid,177.8,145.0,180.34,Orthodox,1992-07-14,20,5,0,,2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db,,
UFC Fight Night: Swanson vs. Ortega,Mike Bell,Marlon Moraes,3.0,False,Bantamweight,M,KO/TKO,Knee to Head At Distance,1,1:07,http://ufcstats.com/fight-details/1aaa1a9ceecd6063,2017-12-09,Fresno,California,USA,http://ufcstats.com/event-details/bcd124bcd3d5be46,Marlon Moraes,Aljamain Sterling,http://ufcstats.com/fighter-details/fea79f9bc8c68769,http://ufcstats.com/fighter-details/cb696ebfb6598724,Marlon,Moraes,Magic,167.64,135.0,170.18,Orthodox,1988-04-26,23,10,1,,3.37,0.4,4.53,0.54,0.87,0.41,0.46,0.3,http://ufcstats.com/fighter-details/fea79f9bc8c68769,Aljamain,Sterling,Funk Master,170.18,145.0,180.34,Orthodox,1989-07-31,26,5,0,,4.26,0.52,2.15,0.59,2.54,0.32,0.44,0.6,http://ufcstats.com/fighter-details/cb696ebfb6598724,,4.0
UFC Fight Night: Swanson vs. Ortega,Mike Beltran,Scott Holtzman,3.0,False,Lightweight,M,Decision - Unanimous,Derek Cleary 27 - 30. Ron McCarthy 27 - 30. Jason McCoy 27 - 30.,3,5:00,http://ufcstats.com/fight-details/6fe21a4cb2d839fd,2017-12-09,Fresno,California,USA,http://ufcstats.com/event-details/bcd124bcd3d5be46,Scott Holtzman,Darrell Horcher,http://ufcstats.com/fighter-details/df1eb4354d18a906,http://ufcstats.com/fighter-details/18e8b7070228e728,Scott,Holtzman,Hot Sauce,175.26,155.0,175.26,Orthodox,1983-09-30,14,6,0,,4.32,0.47,3.66,0.55,1.88,0.56,0.67,0.2,http://ufcstats.com/fighter-details/df1eb4354d18a906,Darrell,Horcher,The Saint,177.8,155.0,177.8,Southpaw,1987-07-28,13,4,0,,2.05,0.44,4.21,0.39,0.35,0.5,0.47,0.7,http://ufcstats.com/fighter-details/18e8b7070228e728,,
UFC Fight Night: Swanson vs. Ortega,Mark Smith,Eryk Anders,3.0,False,Middleweight,M,Decision - Unanimous,Ron McCarthy 26 - 30. Abe Belardo 25 - 30. Marcos Rosales 28 - 29.,3,5:00,http://ufcstats.com/fight-details/c9e19742c4146bff,2017-12-09,Fresno,California,USA,http://ufcstats.com/event-details/bcd124bcd3d5be46,Eryk Anders,Markus Perez,http://ufcstats.com/fighter-details/cad24459b28592ca,http://ufcstats.com/fighter-details/2ac4628c08ec5125,Eryk,Anders,Ya Boi,185.42,185.0,190.5,Southpaw,1987-04-21,18,9,0,1.0,3.44,0.47,4.03,0.5,1.83,0.25,0.8,0.1,http://ufcstats.com/fighter-details/cad24459b28592ca,Markus,Perez,Maluko,185.42,185.0,185.42,Orthodox,1988-06-22,12,5,0,,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1.0,http://ufcstats.com/fighter-details/2ac4628c08ec5125,,
UFC Fight Night: Swanson vs. Ortega,Mike Bell,Benito Lopez,3.0,False,Bantamweight,M,Decision - Unanimous,Marcos Rosales 27 - 30. Derek Cleary 28 - 29. Wade Vierra 28 - 29.,3,5:00,http://ufcstats.com/fight-details/bc84680df666c96d,2017-12-09,Fresno,California,USA,http://ufcstats.com/event-details/bcd124bcd3d5be46,Benito Lopez,Albert Morales,http://ufcstats.com/fighter-details/773f7feacf96153e,http://ufcstats.com/fighter-details/544d7460b3e44393,Benito,Lopez,Golden Boy,177.8,135.0,185.42,Switch,1994-04-06,10,2,0,,4.39,0.45,5.18,0.56,0.0,0.0,0.73,0.3,http://ufcstats.com/fighter-details/773f7feacf96153e,Albert,Morales,The Warrior,175.26,135.0,182.88,Orthodox,1991-05-25,7,4,1,,3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2,http://ufcstats.com/fighter-details/544d7460b3e44393,,
UFC Fight Night: Swanson vs. Ortega,Frank Trigg,Alexis Davis,3.0,False,Women's Flyweight,F,Decision - Split,Derek Cleary 28 - 29. Jason McCoy 29 - 28. Ron McCarthy 28 - 29.,3,5:00,http://ufcstats.com/fight-details/10a1947cb3feabc1,2017-12-09,Fresno,California,USA,http://ufcstats.com/event-details/bcd124bcd3d5be46,Alexis Davis,Liz Carmouche,http://ufcstats.com/fighter-details/4c2d90e335e6df19,http://ufcstats.com/fighter-details/51a0c09cbe9b8472,Alexis,Davis,,167.64,135.0,172.72,Orthodox,1984-10-04,21,11,0,,4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7,http://ufcstats.com/fighter-details/4c2d90e335e6df19,Liz,Carmouche,Girlrilla,167.64,125.0,167.64,Orthodox,1984-02-19,13,7,0,,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,http://ufcstats.com/fighter-details/51a0c09cbe9b8472,,
UFC Fight Night: Swanson vs. Ortega,Josh Rosenthal,Andre Soukhamthath,3.0,False,Bantamweight,M,KO/TKO,Punches to Head At Distance,2,1:06,http://ufcstats.com/fight-details/fbce8f52689bce87,2017-12-09,Fresno,California,USA,http://ufcstats.com/event-details/bcd124bcd3d5be46,Andre Soukhamthath,Luke Sanders,http://ufcstats.com/fighter-details/d0e50a3d1b250708,http://ufcstats.com/fighter-details/96428b9e9bd048ea,Andre,Soukhamthath,The Asian Sensation,175.26,135.0,177.8,Orthodox,1988-10-23,13,8,0,,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2,http://ufcstats.com/fighter-details/d0e50a3d1b250708,Luke,Sanders,Cool Hand,167.64,135.0,170.18,Southpaw,1985-12-12,13,5,0,,6.61,0.52,4.37,0.5,0.71,0.3,0.72,0.2,http://ufcstats.com/fighter-details/96428b9e9bd048ea,,
UFC Fight Night: Swanson vs. Ortega,Mark Lawley,Alex Perez,3.0,False,Bantamweight,M,Submission,Anaconda Choke On Ground,2,1:54,http://ufcstats.com/fight-details/061081f46950fdb0,2017-12-09,Fresno,California,USA,http://ufcstats.com/event-details/bcd124bcd3d5be46,Alex Perez,Carls John De Tomas,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,http://ufcstats.com/fighter-details/2a4200ead401a9ce,Alex,Perez,,167.64,125.0,165.1,Orthodox,1992-03-21,26,10,0,1.0,4.22,0.45,3.24,0.58,2.07,0.45,0.74,0.8,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,Carls,John De Tomas,,165.1,125.0,180.34,Southpaw,1996-08-28,6,2,0,,1.74,0.37,3.93,0.44,1.37,0.33,0.66,0.0,http://ufcstats.com/fighter-details/2a4200ead401a9ce,11.0,
UFC Fight Night: Swanson vs. Ortega,Frank Trigg,Frankie Saenz,3.0,False,Bantamweight,M,Decision - Split,Derek Cleary 29 - 28. Ron McCarthy 28 - 29. Marcos Rosales 28 - 29.,3,5:00,http://ufcstats.com/fight-details/ab853176cfe20b01,2017-12-09,Fresno,California,USA,http://ufcstats.com/event-details/bcd124bcd3d5be46,Frankie Saenz,Merab Dvalishvili,http://ufcstats.com/fighter-details/9ba2226646046b63,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,Frankie,Saenz,,167.64,135.0,167.64,Orthodox,1980-08-12,13,7,0,,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1,http://ufcstats.com/fighter-details/9ba2226646046b63,Merab,Dvalishvili,The Machine,167.64,135.0,172.72,Orthodox,1991-01-10,21,5,0,,4.42,0.41,2.8,0.54,5.97,0.35,0.76,0.3,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,,1.0
UFC Fight Night: Swanson vs. Ortega,Josh Rosenthal,Alejandro Perez,3.0,False,Bantamweight,M,Decision - Unanimous,Abe Belardo 27 - 30. Wade Vierra 28 - 29. Jason McCoy 28 - 29.,3,5:00,http://ufcstats.com/fight-details/1ed266bed8005bbe,2017-12-09,Fresno,California,USA,http://ufcstats.com/event-details/bcd124bcd3d5be46,Alejandro Perez,Iuri Alcantara,http://ufcstats.com/fighter-details/80daefbed11ce998,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad,Alejandro,Perez,Turbo,167.64,135.0,170.18,Orthodox,1989-09-02,23,9,1,,3.45,0.35,3.18,0.61,0.54,0.22,0.7,0.3,http://ufcstats.com/fighter-details/80daefbed11ce998,Iuri,Alcantara,Marajo,175.26,135.0,180.34,Southpaw,1980-08-04,35,10,0,1.0,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad,,
UFC Fight Night: Swanson vs. Ortega,Mark Lawley,Davi Ramos,3.0,False,Lightweight,M,Submission,Rear Naked Choke,3,0:50,http://ufcstats.com/fight-details/f9536ea60551b840,2017-12-09,Fresno,California,USA,http://ufcstats.com/event-details/bcd124bcd3d5be46,Davi Ramos,Chris Gruetzemacher,http://ufcstats.com/fighter-details/0052de90691d4a93,http://ufcstats.com/fighter-details/feaf00f3373435d6,Davi,Ramos,Tasmanian Devil,167.64,155.0,177.8,Orthodox,1986-11-05,10,4,0,,2.64,0.37,3.44,0.56,1.95,0.4,0.83,0.6,http://ufcstats.com/fighter-details/0052de90691d4a93,Chris,Gruetzemacher,Gritz,172.72,155.0,172.72,Orthodox,1986-06-16,15,5,0,,6.18,0.57,4.96,0.52,0.21,0.5,0.65,0.0,http://ufcstats.com/fighter-details/feaf00f3373435d6,,
UFC Fight Night: Swanson vs. Ortega,Frank Trigg,Trevin Giles,3.0,False,Middleweight,M,KO/TKO,Punches to Head At Distance,3,2:27,http://ufcstats.com/fight-details/7a57289563f9d974,2017-12-09,Fresno,California,USA,http://ufcstats.com/event-details/bcd124bcd3d5be46,Trevin Giles,Antonio Braga Neto,http://ufcstats.com/fighter-details/b27a1fcb56a3035a,http://ufcstats.com/fighter-details/fae67903c4fe636b,Trevin,Giles,,182.88,170.0,187.96,Orthodox,1992-08-06,16,7,0,,3.17,0.54,2.39,0.58,1.07,0.5,0.72,0.3,http://ufcstats.com/fighter-details/b27a1fcb56a3035a,Antonio,Braga Neto,,190.5,185.0,195.58,Orthodox,1987-10-29,9,3,0,1.0,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,http://ufcstats.com/fighter-details/fae67903c4fe636b,,
UFC 218: Holloway vs. Aldo 2,Herb Dean,Max Holloway,5.0,True,Featherweight,M,KO/TKO,Punches to Head On Ground,3,4:51,http://ufcstats.com/fight-details/21f7fc538ea646e8,2017-12-02,Detroit,Michigan,USA,http://ufcstats.com/event-details/9e30f69cc0869301,Max Holloway,Jose Aldo,http://ufcstats.com/fighter-details/150ff4cc642270b9,http://ufcstats.com/fighter-details/d0f3959b4a9747e6,Max,Holloway,Blessed,180.34,155.0,175.26,Orthodox,1991-12-04,27,9,0,,6.91,0.48,4.61,0.58,0.23,0.53,0.81,0.3,http://ufcstats.com/fighter-details/150ff4cc642270b9,Jose,Aldo,Junior,170.18,135.0,177.8,Orthodox,1986-09-09,32,10,0,,3.65,0.46,3.81,0.6,0.47,0.51,0.92,0.1,http://ufcstats.com/fighter-details/d0f3959b4a9747e6,4.0,
UFC 218: Holloway vs. Aldo 2,Dan Miragliotta,Francis Ngannou,3.0,False,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,1:42,http://ufcstats.com/fight-details/4712708adb1507aa,2017-12-02,Detroit,Michigan,USA,http://ufcstats.com/event-details/9e30f69cc0869301,Francis Ngannou,Alistair Overeem,http://ufcstats.com/fighter-details/8d03ce87ca14e778,http://ufcstats.com/fighter-details/b4ad3a06ee4d660c,Francis,Ngannou,The Predator,193.04,250.0,210.82,Orthodox,1986-09-05,17,3,0,,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3,http://ufcstats.com/fighter-details/8d03ce87ca14e778,Alistair,Overeem,The Demolition Man,193.04,265.0,203.2,Orthodox,1980-05-17,47,19,0,1.0,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,http://ufcstats.com/fighter-details/b4ad3a06ee4d660c,,
UFC 218: Holloway vs. Aldo 2,Keith Peterson,Henry Cejudo,3.0,False,Flyweight,M,Decision - Unanimous,Eric Colon 27 - 30. Sal D'amato 27 - 30. Roy Silbert 27 - 30.,3,5:00,http://ufcstats.com/fight-details/cc2809e10315a6b5,2017-12-02,Detroit,Michigan,USA,http://ufcstats.com/event-details/9e30f69cc0869301,Henry Cejudo,Sergio Pettis,http://ufcstats.com/fighter-details/056c493bbd76a918,http://ufcstats.com/fighter-details/de75d1c45a39e221,Henry,Cejudo,Triple C,162.56,135.0,162.56,Orthodox,1987-02-09,16,6,0,,3.83,0.47,3.84,0.57,1.78,0.29,0.72,0.1,http://ufcstats.com/fighter-details/056c493bbd76a918,Sergio,Pettis,,167.64,125.0,175.26,Orthodox,1993-08-18,18,5,0,,3.88,0.37,2.91,0.65,0.85,0.4,0.67,0.4,http://ufcstats.com/fighter-details/de75d1c45a39e221,,
UFC 218: Holloway vs. Aldo 2,Herb Dean,Eddie Alvarez,3.0,False,Lightweight,M,KO/TKO,Knee to Head In Clinch,3,3:59,http://ufcstats.com/fight-details/23e5acd1549b538a,2017-12-02,Detroit,Michigan,USA,http://ufcstats.com/event-details/9e30f69cc0869301,Eddie Alvarez,Justin Gaethje,http://ufcstats.com/fighter-details/33a331684283900f,http://ufcstats.com/fighter-details/9e8f6c728eb01124,Eddie,Alvarez,,175.26,155.0,175.26,Orthodox,1984-01-11,29,6,0,1.0,4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5,http://ufcstats.com/fighter-details/33a331684283900f,Justin,Gaethje,The Highlight,180.34,155.0,177.8,Orthodox,1988-11-14,28,5,0,,6.29,0.57,6.83,0.5,0.3,0.26,0.73,0.0,http://ufcstats.com/fighter-details/9e8f6c728eb01124,,0.0
UFC 218: Holloway vs. Aldo 2,Keith Peterson,Tecia Pennington,3.0,False,Women's Strawweight,F,Decision - Unanimous,Bryan Miner 27 - 30. Eric Colon 28 - 29. Roy Silbert 28 - 29.,3,5:00,http://ufcstats.com/fight-details/ea674e0285fb77f5,2017-12-02,Detroit,Michigan,USA,http://ufcstats.com/event-details/9e30f69cc0869301,Tecia Pennington,Michelle Waterson-Gomez,http://ufcstats.com/fighter-details/31ef8b67e13495b3,http://ufcstats.com/fighter-details/eb04b9d31e938edb,Tecia,Pennington,Tiny Tornado,154.94,115.0,152.4,Orthodox,1989-08-16,15,8,0,,4.73,0.48,3.48,0.61,0.56,0.14,0.62,0.1,http://ufcstats.com/fighter-details/31ef8b67e13495b3,Michelle,Waterson-Gomez,The Karate Hottie,160.02,115.0,157.48,Orthodox,1986-01-06,18,13,0,,3.42,0.46,4.25,0.48,1.39,0.33,0.69,0.6,http://ufcstats.com/fighter-details/eb04b9d31e938edb,,
